businessID,registrationYear,businessAddress,businessType,yearsOfOperation,certificateOfPotability,pestControl,sanitaryPermit,sanitaryOrder01,sanitaryOrder02,resolutionStatus,pastRenewalBehavior,willRenew,isDelayed
2967,2025,Santolan,Hardware,1,1,0,1,0,0,Unpaid,Always,Yes,0
2968,2024,Rosario,Printing Shop,1,0,0,1,0,0,Paid,Always,Yes,0
2969,2025,Rosario,Mini-Mart,0,1,1,1,0,0,Paid,Always,Yes,0
2970,2024,Maybunga,Grocery,1,1,1,1,0,0,Paid,Always,Yes,0
2971,2023,Ugong,Internet Café,3,1,0,0,0,0,Paid,Always,No,1
2972,2022,Santolan,Laundry,4,1,1,1,0,0,Paid,Always,Yes,0
2973,2025,Oranbo,Internet Café,1,1,1,1,1,0,Unpaid,Always,No,0
2974,2025,Sta. Lucia,Laundry,0,1,1,1,0,0,Paid,Sometimes,Yes,0
2975,2023,Rosario,Printing Shop,2,0,1,1,0,0,Paid,Always,Yes,0
2976,2021,Kapitolyo,Water Refilling,5,0,1,1,0,0,Unpaid,Always,Yes,0
2977,2025,Pineda,Auto Repair,0,1,1,1,0,0,Unpaid,Always,Yes,0
2978,2021,Dela Paz,Restaurant,5,0,1,1,0,0,Paid,Sometimes,Yes,0
2979,2025,Santolan,Fast Food,1,1,1,1,0,1,Paid,Always,No,0
2980,2025,Pineda,Printing Shop,0,0,1,1,0,0,Paid,Never,Yes,0
2981,2023,Bagong Ilog,Restaurant,2,1,1,1,0,0,Paid,Sometimes,No,0
2982,2022,Rosario,Laundry,3,1,0,1,0,0,Paid,Never,No,0
2983,2025,Rosario,Restaurant,0,1,1,1,0,0,Paid,Sometimes,No,0
2984,2025,Manggahan,Pharmacy,1,1,1,1,0,0,Paid,Always,Yes,0
2985,2024,Dela Paz,Mini-Mart,1,0,1,1,0,1,Paid,Always,Yes,0
2986,2025,Manggahan,Hardware,0,1,1,1,0,1,Paid,Always,Yes,0
2987,2021,Maybunga,Internet Café,4,0,1,1,0,0,Paid,Always,Yes,0
2988,2024,Oranbo,Printing Shop,2,1,0,1,0,1,Paid,Never,No,0
2989,2025,Malinao,Water Refilling,0,1,1,1,0,0,Paid,Always,Yes,0
2990,2025,Malinao,Auto Repair,0,1,1,1,1,0,Unpaid,Sometimes,No,0
2991,2022,Dela Paz,Auto Repair,4,1,1,1,0,0,Paid,Always,Yes,0
2992,2025,Oranbo,Water Refilling,1,1,1,0,0,0,Unpaid,Always,No,0
2993,2024,Ugong,Salon,2,1,1,0,0,0,Paid,Always,Yes,0
2994,2023,Maybunga,Salon,2,1,0,1,0,0,Paid,Always,No,0
2995,2022,Malinao,Salon,4,1,1,1,0,0,Unpaid,Always,No,0
2996,2025,Maybunga,Water Refilling,1,1,1,0,0,0,Paid,Sometimes,Yes,0
2997,2022,Rosario,Restaurant,3,1,1,1,0,0,Paid,Always,Yes,0
2998,2023,Manggahan,Printing Shop,2,1,1,1,0,0,Paid,Always,Yes,0
2999,2023,Manggahan,Grocery,3,1,1,1,0,0,Paid,Sometimes,Yes,0
3000,2025,Manggahan,Water Refilling,0,0,1,1,0,0,Paid,Never,Yes,1
3001,2024,Kapitolyo,Fast Food,1,1,1,1,0,0,Unpaid,Never,No,0
3002,2025,Kapitolyo,Restaurant,1,1,0,1,0,0,Unpaid,Always,Yes,0
3003,2023,Malinao,Hardware,2,1,1,0,0,0,Paid,Sometimes,Yes,0
3004,2024,Santolan,Printing Shop,1,0,1,1,0,0,Paid,Sometimes,Yes,0
3005,2024,Pinagbuhatan,Water Refilling,2,1,1,1,0,0,Paid,Always,Yes,0
3006,2025,Kapitolyo,Internet Café,1,1,1,1,0,0,Paid,Sometimes,Yes,0
3007,2025,Rosario,Printing Shop,0,1,1,1,0,0,Paid,Always,Yes,0
3008,2021,Bagong Ilog,Restaurant,5,1,0,1,0,0,Unpaid,Always,Yes,0
3009,2024,Maybunga,Auto Repair,2,1,0,0,0,0,Paid,Never,No,0
3010,2021,Manggahan,Printing Shop,4,1,1,0,0,0,Paid,Always,Yes,0
3011,2024,Manggahan,Printing Shop,1,1,1,1,1,0,Paid,Always,Yes,0
3012,2023,Manggahan,Printing Shop,2,1,1,1,0,0,Paid,Always,Yes,0
3013,2023,Rosario,Printing Shop,3,1,1,1,0,0,Paid,Always,Yes,0
3014,2023,Manggahan,Printing Shop,3,1,1,1,0,0,Paid,Always,Yes,0
3015,2024,Ugong,Laundry,1,1,0,0,0,0,Paid,Always,No,0
3016,2023,Maybunga,Laundry,2,1,1,1,1,0,Unpaid,Sometimes,No,1
3017,2025,Dela Paz,Water Refilling,0,1,1,1,0,0,Paid,Never,Yes,0
3018,2023,Rosario,Internet Café,2,1,1,1,0,0,Unpaid,Always,Yes,0
3019,2021,Maybunga,Internet Café,5,1,1,1,0,0,Unpaid,Never,No,0
3020,2025,Dela Paz,Laundry,1,1,1,1,0,0,Paid,Never,Yes,0
3021,2023,Pineda,Restaurant,3,1,1,1,0,0,Paid,Always,Yes,0
3022,2023,San Miguel,Fast Food,3,1,1,1,0,0,Paid,Always,Yes,0
3023,2024,Dela Paz,Hardware,2,0,1,1,0,0,Paid,Sometimes,Yes,0
3024,2023,Sta. Lucia,Water Refilling,3,1,0,1,0,0,Paid,Always,Yes,0
3025,2021,Kapitolyo,Hardware,4,1,1,1,0,1,Paid,Always,Yes,0
3026,2023,Oranbo,Fast Food,3,1,1,1,1,0,Unpaid,Sometimes,No,1
3027,2025,Ugong,Salon,1,0,0,1,1,0,Paid,Never,No,1
3028,2024,Santolan,Grocery,2,1,1,1,0,0,Paid,Sometimes,Yes,0
3029,2024,Santolan,Pharmacy,2,1,1,1,0,0,Paid,Always,Yes,0
3030,2024,Pinagbuhatan,Printing Shop,1,1,0,1,0,0,Paid,Sometimes,Yes,0
3031,2022,Ugong,Salon,3,1,0,1,0,0,Paid,Sometimes,Yes,0
3032,2023,Maybunga,Mini-Mart,3,1,1,1,0,0,Unpaid,Sometimes,Yes,1
3033,2025,Santolan,Printing Shop,0,1,1,1,0,0,Paid,Sometimes,No,0
3034,2022,San Miguel,Auto Repair,3,0,1,1,0,0,Paid,Always,Yes,0
3035,2023,Santolan,Pharmacy,2,0,1,1,0,0,Paid,Always,Yes,0
3036,2023,Manggahan,Auto Repair,2,0,1,1,0,1,Unpaid,Sometimes,Yes,0
3037,2023,Pinagbuhatan,Water Refilling,3,1,1,1,0,0,Paid,Always,No,0
3038,2025,Rosario,Salon,1,1,1,1,0,0,Paid,Always,Yes,0
3039,2021,Bagong Ilog,Internet Café,5,1,1,1,1,0,Unpaid,Always,Yes,1
3040,2024,Bagong Ilog,Fast Food,2,1,1,1,0,0,Paid,Always,Yes,0
3041,2022,Santolan,Laundry,4,1,0,1,0,0,Unpaid,Never,No,0
3042,2025,Maybunga,Laundry,0,1,1,1,0,1,Unpaid,Always,Yes,0
3043,2022,Oranbo,Hardware,4,0,1,1,0,0,Unpaid,Never,Yes,0
3044,2023,Dela Paz,Pharmacy,3,1,0,1,0,0,Unpaid,Sometimes,No,0
3045,2025,Maybunga,Mini-Mart,0,1,1,1,0,0,Paid,Always,Yes,0
3046,2025,Manggahan,Salon,0,1,0,1,0,0,Paid,Always,Yes,0
3047,2023,Santolan,Laundry,3,1,1,1,0,0,Paid,Always,Yes,0
3048,2023,Santolan,Restaurant,2,1,0,1,0,0,Paid,Always,Yes,0
3049,2023,Bagong Ilog,Internet Café,3,1,1,1,1,0,Paid,Sometimes,Yes,1
3050,2023,Pineda,Auto Repair,2,1,1,1,0,0,Paid,Always,Yes,0
3051,2022,Santolan,Water Refilling,4,1,1,1,0,0,Paid,Always,Yes,0
3052,2024,Rosario,Hardware,2,1,1,1,0,0,Paid,Sometimes,Yes,0
3053,2023,Pinagbuhatan,Pharmacy,3,1,1,1,0,0,Paid,Always,Yes,0
3054,2023,Pinagbuhatan,Grocery,3,1,1,1,0,1,Paid,Always,Yes,1
3055,2024,Rosario,Laundry,1,1,1,1,0,0,Paid,Always,No,0
3056,2025,Pineda,Hardware,1,1,1,1,0,0,Unpaid,Sometimes,Yes,0
3057,2024,Maybunga,Fast Food,2,1,1,1,0,0,Unpaid,Always,Yes,1
3058,2021,Dela Paz,Restaurant,5,1,1,1,0,0,Paid,Sometimes,Yes,0
3059,2021,Bagong Ilog,Restaurant,5,1,0,1,0,0,Paid,Always,Yes,0
3060,2025,Pinagbuhatan,Mini-Mart,0,1,1,1,0,0,Paid,Sometimes,Yes,1
3061,2023,Kapitolyo,Pharmacy,2,1,1,1,0,0,Paid,Always,Yes,0
3062,2021,Dela Paz,Mini-Mart,5,1,1,1,0,0,Paid,Never,Yes,0
3063,2024,Kapitolyo,Pharmacy,2,1,1,1,0,0,Paid,Sometimes,No,0
3064,2024,Ugong,Laundry,1,1,1,1,0,0,Paid,Always,Yes,0
3065,2024,San Miguel,Salon,2,1,0,1,0,0,Paid,Sometimes,Yes,0
3066,2023,Bagong Ilog,Water Refilling,3,0,0,1,0,0,Paid,Always,Yes,0
3067,2021,Pineda,Printing Shop,4,1,1,1,1,0,Paid,Sometimes,Yes,0
3068,2025,Ugong,Auto Repair,0,1,1,1,0,0,Paid,Sometimes,Yes,0
3069,2023,Santolan,Auto Repair,2,1,1,1,1,0,Unpaid,Always,Yes,0
3070,2024,Rosario,Fast Food,2,1,1,1,0,0,Paid,Always,Yes,0
3071,2025,Oranbo,Salon,1,1,1,1,0,0,Paid,Sometimes,Yes,0
3072,2024,Kapitolyo,Restaurant,2,0,1,1,0,1,Paid,Always,Yes,0
3073,2023,Oranbo,Internet Café,3,1,1,1,0,0,Paid,Sometimes,No,0
3074,2023,Santolan,Water Refilling,2,1,1,1,0,0,Paid,Sometimes,Yes,0
3075,2024,Kapitolyo,Laundry,1,0,0,1,1,0,Paid,Always,Yes,0
3076,2025,Manggahan,Salon,0,1,1,1,0,0,Paid,Always,Yes,0
3077,2025,Malinao,Water Refilling,0,1,0,1,0,0,Paid,Sometimes,Yes,0
3078,2022,Sta. Lucia,Auto Repair,4,1,1,1,0,0,Unpaid,Always,No,0
3079,2022,Rosario,Water Refilling,4,1,1,0,0,0,Paid,Sometimes,Yes,0
3080,2025,Ugong,Pharmacy,0,1,1,1,0,0,Paid,Sometimes,Yes,0
3081,2025,San Miguel,Hardware,1,1,1,1,0,0,Unpaid,Sometimes,Yes,0
3082,2025,Malinao,Pharmacy,0,0,0,1,0,0,Paid,Always,No,0
3083,2022,Sta. Lucia,Salon,3,1,1,0,0,0,Paid,Sometimes,No,0
3084,2024,Manggahan,Laundry,2,1,1,1,0,0,Paid,Sometimes,Yes,0
3085,2025,Maybunga,Fast Food,1,1,1,0,0,0,Paid,Sometimes,No,0
3086,2024,Manggahan,Grocery,2,1,1,1,0,0,Paid,Sometimes,Yes,0
3087,2023,Malinao,Fast Food,3,1,1,1,0,0,Paid,Always,No,0
3088,2021,Pinagbuhatan,Mini-Mart,5,1,1,1,1,0,Paid,Never,No,0
3089,2024,Oranbo,Fast Food,2,0,1,1,0,0,Paid,Always,Yes,0
3090,2023,Bagong Ilog,Mini-Mart,3,1,1,1,0,0,Paid,Never,Yes,0
3091,2024,Sta. Lucia,Grocery,2,1,0,1,0,0,Paid,Always,No,0
3092,2025,Dela Paz,Water Refilling,0,1,1,0,0,0,Paid,Sometimes,Yes,0
3093,2023,Pineda,Grocery,2,0,1,1,0,0,Paid,Always,No,0
3094,2025,Santolan,Mini-Mart,1,1,1,0,0,0,Paid,Always,Yes,0
3095,2022,Maybunga,Restaurant,4,1,1,1,0,1,Paid,Always,Yes,0
3096,2024,Oranbo,Auto Repair,1,1,1,1,0,0,Paid,Always,No,0
3097,2025,Oranbo,Mini-Mart,0,1,1,1,0,0,Paid,Sometimes,No,0
3098,2022,Pineda,Mini-Mart,3,1,1,1,0,0,Paid,Always,Yes,0
3099,2021,Manggahan,Restaurant,4,1,1,1,0,0,Unpaid,Always,Yes,1
3100,2023,San Miguel,Mini-Mart,3,1,1,1,0,0,Paid,Always,Yes,0
3101,2021,Oranbo,Water Refilling,4,1,0,1,0,0,Paid,Sometimes,Yes,0
3102,2025,Santolan,Printing Shop,0,1,1,0,0,0,Paid,Never,No,0
3103,2025,Maybunga,Restaurant,0,1,0,1,0,1,Paid,Sometimes,Yes,0
3104,2023,Oranbo,Auto Repair,2,1,0,0,0,0,Paid,Never,Yes,0
3105,2023,Sta. Lucia,Laundry,3,1,1,1,0,0,Paid,Always,No,0
3106,2023,Oranbo,Pharmacy,2,1,0,1,0,0,Paid,Never,No,0
3107,2025,Pineda,Laundry,1,1,1,1,1,0,Paid,Always,No,1
3108,2021,Dela Paz,Restaurant,5,1,1,1,0,0,Paid,Always,Yes,0
3109,2024,Santolan,Restaurant,2,1,1,1,0,0,Paid,Never,Yes,0
3110,2024,Santolan,Printing Shop,2,1,1,1,0,0,Paid,Always,Yes,0
3111,2024,Maybunga,Salon,2,0,1,1,0,0,Paid,Always,No,0
3112,2022,Sta. Lucia,Hardware,3,1,1,1,0,0,Unpaid,Sometimes,Yes,0
3113,2025,Ugong,Hardware,1,1,1,1,0,0,Unpaid,Sometimes,Yes,0
3114,2021,Bagong Ilog,Restaurant,4,1,1,1,0,0,Paid,Always,Yes,0
3115,2022,Kapitolyo,Pharmacy,3,1,1,1,0,0,Paid,Always,No,0
3116,2025,Ugong,Printing Shop,1,1,1,1,0,0,Paid,Never,Yes,0
3117,2025,Santolan,Salon,1,0,1,1,0,0,Paid,Always,Yes,0
3118,2021,Oranbo,Grocery,4,1,1,1,0,0,Paid,Sometimes,No,0
3119,2022,Kapitolyo,Internet Café,4,0,1,1,0,0,Paid,Always,Yes,1
3120,2022,Malinao,Pharmacy,4,1,0,1,0,0,Paid,Always,Yes,0
3121,2023,Rosario,Restaurant,3,1,1,1,0,0,Paid,Always,Yes,0
3122,2022,Malinao,Restaurant,3,1,1,1,0,0,Unpaid,Always,Yes,0
3123,2021,Dela Paz,Pharmacy,4,1,1,1,0,0,Paid,Always,Yes,0
3124,2024,Maybunga,Water Refilling,2,1,1,1,0,0,Paid,Always,Yes,0
3125,2025,Santolan,Salon,1,1,1,1,0,0,Unpaid,Never,No,0
3126,2024,Santolan,Restaurant,2,1,1,1,0,0,Paid,Always,No,0
3127,2024,Oranbo,Internet Café,1,1,1,1,0,0,Unpaid,Always,Yes,0
3128,2021,Sta. Lucia,Grocery,5,1,1,1,0,0,Unpaid,Sometimes,Yes,0
3129,2025,San Miguel,Printing Shop,1,0,1,0,0,0,Paid,Always,No,0
3130,2025,Bagong Ilog,Laundry,1,1,1,1,0,0,Paid,Sometimes,Yes,0
3131,2025,Sta. Lucia,Auto Repair,1,1,1,1,0,0,Paid,Always,Yes,0
3132,2025,San Miguel,Internet Café,0,1,1,1,1,0,Paid,Always,Yes,0
3133,2025,Dela Paz,Fast Food,1,1,1,1,0,0,Paid,Sometimes,Yes,0
3134,2024,Maybunga,Printing Shop,2,0,1,1,0,0,Paid,Always,Yes,0
3135,2022,Pinagbuhatan,Auto Repair,3,1,0,1,0,0,Unpaid,Always,Yes,0
3136,2024,Dela Paz,Mini-Mart,2,1,0,1,0,0,Paid,Always,No,0
3137,2025,Ugong,Fast Food,1,0,1,1,0,0,Paid,Always,Yes,0
3138,2025,Kapitolyo,Water Refilling,0,1,1,1,0,0,Paid,Always,Yes,0
3139,2024,Dela Paz,Internet Café,2,0,1,1,0,0,Paid,Sometimes,No,0
3140,2021,San Miguel,Hardware,4,1,1,1,1,0,Paid,Always,Yes,0
3141,2023,Maybunga,Water Refilling,3,1,1,1,0,0,Paid,Always,Yes,0
3142,2025,Ugong,Hardware,1,0,1,1,0,0,Paid,Always,Yes,0
3143,2024,Maybunga,Printing Shop,2,1,1,1,0,0,Paid,Always,Yes,0
3144,2024,Pinagbuhatan,Grocery,1,1,1,1,0,0,Paid,Always,Yes,0
3145,2023,Kapitolyo,Grocery,3,1,0,1,0,0,Paid,Always,No,0
3146,2023,Bagong Ilog,Grocery,2,1,1,1,0,0,Paid,Always,Yes,0
3147,2025,Bagong Ilog,Water Refilling,0,1,0,1,0,0,Paid,Sometimes,Yes,0
3148,2024,Sta. Lucia,Grocery,1,1,0,1,0,0,Paid,Always,Yes,0
3149,2025,Oranbo,Pharmacy,0,0,1,1,0,0,Paid,Always,Yes,0
3150,2024,Maybunga,Auto Repair,1,1,1,1,0,0,Paid,Sometimes,Yes,0
3151,2024,San Miguel,Auto Repair,1,1,1,1,0,1,Paid,Sometimes,No,0
3152,2022,Bagong Ilog,Fast Food,4,1,1,1,0,0,Paid,Always,Yes,0
3153,2025,Rosario,Printing Shop,1,1,1,1,0,0,Paid,Always,No,0
3154,2023,Dela Paz,Salon,3,1,1,1,0,0,Paid,Always,Yes,1
3155,2023,San Miguel,Hardware,3,1,0,1,0,0,Paid,Sometimes,Yes,0
3156,2024,Pineda,Auto Repair,1,1,0,1,0,0,Paid,Always,Yes,0
3157,2025,Manggahan,Restaurant,1,1,1,0,1,0,Paid,Always,Yes,0
3158,2021,Maybunga,Auto Repair,5,1,1,1,1,0,Paid,Always,No,0
3159,2025,Maybunga,Restaurant,0,1,1,0,1,0,Paid,Always,Yes,1
3160,2023,Dela Paz,Salon,3,1,1,1,0,0,Paid,Always,Yes,0
3161,2023,Maybunga,Mini-Mart,2,1,1,1,0,0,Paid,Always,Yes,0
3162,2021,Pinagbuhatan,Water Refilling,5,0,1,1,1,0,Unpaid,Always,Yes,0
3163,2023,Kapitolyo,Internet Café,3,1,1,1,0,0,Paid,Always,Yes,0
3164,2024,Maybunga,Mini-Mart,1,1,1,1,0,0,Paid,Sometimes,Yes,0
3165,2021,Bagong Ilog,Salon,5,1,1,1,0,0,Unpaid,Always,Yes,1
3166,2024,Bagong Ilog,Auto Repair,2,0,0,1,1,0,Paid,Sometimes,Yes,0
3167,2025,Manggahan,Auto Repair,1,1,0,0,0,0,Paid,Never,Yes,0
3168,2022,Dela Paz,Hardware,4,1,1,1,0,0,Paid,Sometimes,Yes,0
3169,2025,Manggahan,Water Refilling,0,1,1,1,0,0,Paid,Never,Yes,0
3170,2023,Malinao,Salon,3,1,1,1,0,0,Unpaid,Always,Yes,0
3171,2024,San Miguel,Grocery,1,0,0,1,0,0,Paid,Always,Yes,0
3172,2023,Bagong Ilog,Internet Café,2,1,1,1,0,0,Paid,Always,Yes,0
3173,2022,Sta. Lucia,Mini-Mart,4,1,0,1,0,0,Paid,Always,Yes,0
3174,2022,Bagong Ilog,Pharmacy,3,1,1,1,0,0,Paid,Always,Yes,0
3175,2021,Pinagbuhatan,Fast Food,5,0,1,1,0,0,Paid,Sometimes,Yes,0
3176,2022,Bagong Ilog,Printing Shop,3,1,1,1,0,1,Paid,Sometimes,No,1
3177,2024,Bagong Ilog,Pharmacy,1,1,1,0,0,0,Paid,Always,Yes,0
3178,2025,Malinao,Pharmacy,0,1,1,1,0,0,Paid,Never,Yes,0
3179,2025,Sta. Lucia,Salon,0,1,1,1,0,1,Paid,Sometimes,No,0
3180,2024,Rosario,Grocery,2,1,1,1,1,0,Paid,Always,Yes,0
3181,2022,Sta. Lucia,Laundry,4,1,1,1,0,0,Paid,Never,Yes,0
3182,2023,Malinao,Pharmacy,3,1,0,1,0,0,Paid,Always,Yes,0
3183,2023,Rosario,Mini-Mart,3,1,1,0,0,0,Paid,Sometimes,Yes,0
3184,2022,Sta. Lucia,Laundry,3,1,0,0,0,1,Paid,Always,Yes,1
3185,2024,Malinao,Printing Shop,2,1,1,0,0,0,Paid,Sometimes,No,1
3186,2024,Bagong Ilog,Internet Café,2,1,1,1,0,0,Paid,Always,Yes,0
3187,2023,Sta. Lucia,Hardware,3,1,0,1,0,0,Unpaid,Always,No,0
3188,2023,Malinao,Grocery,2,1,1,1,0,0,Paid,Always,Yes,0
3189,2025,Bagong Ilog,Hardware,0,1,0,1,0,0,Paid,Sometimes,No,0
3190,2025,Bagong Ilog,Mini-Mart,0,1,1,1,0,0,Paid,Sometimes,Yes,0
3191,2023,Manggahan,Water Refilling,2,0,1,1,1,0,Paid,Sometimes,Yes,0
3192,2025,Santolan,Printing Shop,0,1,1,1,0,0,Paid,Sometimes,Yes,0
3193,2025,Sta. Lucia,Water Refilling,1,1,0,1,0,0,Paid,Always,Yes,0
3194,2023,Rosario,Fast Food,2,1,0,1,0,0,Paid,Never,Yes,0
3195,2023,Dela Paz,Pharmacy,3,1,1,1,0,0,Paid,Always,Yes,0
3196,2024,Pineda,Mini-Mart,1,1,1,0,0,0,Paid,Sometimes,Yes,0
3197,2025,San Miguel,Hardware,0,1,1,1,0,0,Unpaid,Sometimes,No,0
3198,2025,San Miguel,Salon,0,1,1,1,0,0,Paid,Sometimes,Yes,0
3199,2022,Malinao,Laundry,3,1,1,1,0,0,Paid,Sometimes,Yes,0
3200,2023,Santolan,Pharmacy,2,1,1,1,0,0,Paid,Always,Yes,0
3201,2024,Pinagbuhatan,Laundry,1,1,0,1,0,0,Paid,Always,Yes,0
3202,2024,Pineda,Auto Repair,2,1,1,1,1,1,Paid,Always,Yes,0
3203,2022,San Miguel,Auto Repair,3,1,1,1,0,0,Paid,Sometimes,Yes,0
3204,2025,Ugong,Auto Repair,0,1,1,1,1,0,Paid,Sometimes,Yes,0
3205,2024,Maybunga,Water Refilling,2,1,1,1,0,0,Paid,Always,Yes,0
3206,2025,Ugong,Restaurant,0,1,1,1,0,0,Paid,Sometimes,Yes,0
3207,2025,Pinagbuhatan,Fast Food,0,1,1,1,0,0,Paid,Always,Yes,0
3208,2025,Sta. Lucia,Mini-Mart,1,1,1,1,0,0,Paid,Sometimes,Yes,0
3209,2023,Pineda,Printing Shop,3,1,1,1,0,0,Paid,Always,Yes,0
3210,2024,San Miguel,Water Refilling,1,1,1,1,0,0,Paid,Sometimes,Yes,0
3211,2022,Dela Paz,Printing Shop,3,1,0,0,0,0,Unpaid,Always,Yes,1
3212,2024,Malinao,Fast Food,1,1,1,1,0,0,Paid,Always,No,0
3213,2022,Maybunga,Mini-Mart,3,0,0,0,0,0,Paid,Sometimes,No,0
3214,2024,Rosario,Internet Café,1,1,1,1,0,0,Unpaid,Sometimes,No,0
3215,2022,Dela Paz,Hardware,3,1,1,1,0,0,Paid,Always,Yes,0
3216,2022,San Miguel,Printing Shop,4,0,1,1,0,0,Paid,Always,No,0
3217,2022,San Miguel,Auto Repair,4,1,1,1,0,1,Paid,Always,Yes,0
3218,2021,Sta. Lucia,Fast Food,5,1,1,1,0,0,Paid,Sometimes,Yes,0
3219,2025,Oranbo,Printing Shop,1,0,1,1,0,0,Paid,Sometimes,Yes,0
3220,2025,Kapitolyo,Auto Repair,0,1,1,1,0,0,Paid,Sometimes,Yes,0
3221,2024,Pinagbuhatan,Internet Café,2,0,1,1,0,0,Paid,Always,No,0
3222,2022,Sta. Lucia,Grocery,3,1,0,1,0,0,Paid,Always,Yes,0
3223,2021,San Miguel,Restaurant,4,0,1,1,0,0,Paid,Never,No,1
3224,2021,Pineda,Grocery,5,1,0,1,0,0,Paid,Always,No,0
3225,2022,Dela Paz,Water Refilling,3,1,1,0,0,0,Paid,Sometimes,Yes,0
3226,2025,Santolan,Grocery,1,0,1,1,0,0,Unpaid,Always,Yes,1
3227,2022,Pineda,Mini-Mart,4,1,1,1,0,0,Paid,Always,Yes,0
3228,2023,Rosario,Salon,3,1,1,1,0,0,Paid,Sometimes,Yes,0
3229,2022,Sta. Lucia,Mini-Mart,4,1,1,1,0,0,Paid,Always,Yes,1
3230,2022,Dela Paz,Pharmacy,4,1,1,1,1,0,Paid,Always,Yes,0
3231,2024,Santolan,Water Refilling,1,1,1,1,0,0,Paid,Sometimes,Yes,0
3232,2024,San Miguel,Printing Shop,2,1,1,1,1,0,Paid,Sometimes,No,1
3233,2022,San Miguel,Printing Shop,3,1,1,0,0,0,Paid,Sometimes,Yes,0
3234,2021,Kapitolyo,Auto Repair,4,1,1,1,0,0,Paid,Sometimes,Yes,0
3235,2023,Maybunga,Fast Food,2,1,0,1,0,0,Paid,Always,Yes,0
3236,2022,San Miguel,Water Refilling,3,0,0,0,0,1,Paid,Always,No,0
3237,2022,Bagong Ilog,Grocery,4,1,0,1,0,0,Paid,Always,No,0
3238,2025,Dela Paz,Laundry,0,1,1,1,1,0,Unpaid,Always,Yes,0
3239,2024,Rosario,Fast Food,2,0,1,1,1,0,Paid,Never,No,0
3240,2024,Manggahan,Water Refilling,1,1,1,1,0,0,Paid,Always,Yes,1
3241,2023,Sta. Lucia,Hardware,3,1,1,1,0,0,Paid,Sometimes,Yes,0
3242,2023,Malinao,Water Refilling,3,1,0,1,0,0,Paid,Never,No,0
3243,2024,Maybunga,Mini-Mart,2,1,0,1,0,0,Paid,Sometimes,Yes,0
3244,2024,Ugong,Laundry,2,1,1,1,0,0,Paid,Always,Yes,0
3245,2025,Santolan,Restaurant,1,0,1,1,1,0,Paid,Never,No,0
3246,2022,Manggahan,Mini-Mart,3,1,0,1,0,0,Paid,Always,Yes,0
3247,2024,Malinao,Laundry,1,0,1,1,0,0,Paid,Always,No,0
3248,2023,San Miguel,Laundry,2,0,1,0,0,1,Unpaid,Sometimes,Yes,0
3249,2025,Oranbo,Water Refilling,0,1,1,1,0,0,Paid,Always,Yes,0
3250,2024,Pineda,Internet Café,2,1,1,1,0,0,Paid,Sometimes,Yes,0
3251,2024,Bagong Ilog,Salon,1,1,1,1,0,0,Paid,Always,Yes,0
3252,2022,Oranbo,Internet Café,3,1,0,1,0,0,Unpaid,Sometimes,Yes,0
3253,2024,Kapitolyo,Laundry,1,1,1,1,0,0,Paid,Always,Yes,0
3254,2022,Santolan,Water Refilling,3,0,1,1,0,0,Unpaid,Always,Yes,0
3255,2023,Santolan,Salon,2,1,1,1,0,0,Paid,Always,Yes,0
3256,2022,Santolan,Printing Shop,4,1,1,1,1,1,Paid,Always,No,0
3257,2024,Rosario,Auto Repair,2,1,1,0,0,0,Paid,Always,Yes,0
3258,2022,Santolan,Hardware,3,1,1,1,0,1,Paid,Never,No,0
3259,2023,Maybunga,Grocery,3,1,1,1,0,0,Paid,Sometimes,No,0
3260,2025,Malinao,Printing Shop,0,0,1,1,0,0,Paid,Always,Yes,1
3261,2022,Pineda,Fast Food,4,1,1,1,0,0,Paid,Always,Yes,0
3262,2024,Oranbo,Salon,2,1,1,1,0,0,Paid,Always,Yes,0
3263,2023,Maybunga,Fast Food,2,1,1,1,0,0,Paid,Always,Yes,0
3264,2021,Dela Paz,Auto Repair,5,1,1,1,0,0,Paid,Always,Yes,0
3265,2025,Maybunga,Auto Repair,0,1,1,1,0,0,Paid,Sometimes,No,0
3266,2021,Bagong Ilog,Hardware,4,1,1,1,0,0,Paid,Always,Yes,0
3267,2024,Sta. Lucia,Pharmacy,2,1,1,1,0,0,Paid,Always,Yes,0
3268,2024,Kapitolyo,Restaurant,2,1,1,1,0,1,Paid,Sometimes,Yes,1
3269,2024,Pineda,Hardware,2,1,1,0,0,0,Paid,Sometimes,No,0
3270,2024,Bagong Ilog,Restaurant,2,1,0,1,1,1,Paid,Sometimes,Yes,1
3271,2023,Santolan,Pharmacy,2,1,1,1,0,0,Paid,Always,Yes,0
3272,2021,Santolan,Pharmacy,4,1,1,0,0,0,Paid,Always,No,0
3273,2025,Maybunga,Hardware,0,1,0,1,0,0,Paid,Sometimes,Yes,0
3274,2024,Maybunga,Restaurant,1,1,0,1,0,0,Paid,Sometimes,No,0
3275,2025,Santolan,Internet Café,0,1,1,1,0,0,Paid,Always,No,0
3276,2025,Pinagbuhatan,Grocery,0,0,1,0,0,0,Paid,Always,Yes,0
3277,2025,Malinao,Internet Café,1,0,1,1,0,0,Paid,Always,No,0
3278,2024,Rosario,Restaurant,1,1,1,1,0,0,Paid,Sometimes,Yes,0
